id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经度,纬度
2561,梵谷水郡  满五年  南向一居   采光充足 ,梵谷水郡 , 1室0厅 , 58.33 ,83,42, 1个月以前发布,398.0,68233,朝阳,116.512916,39.966511
2562,南北一居室 采光好 有钥匙  户型正无斜角,北苑家园紫绶园 , 1室1厅 , 67 ,74,62, 3个月以前发布,415.0,61941,朝阳,116.433365,40.048629
2563,双井 观花园带阳台 正规一居 格局分明 满二年,非常生活 , 1室1厅 , 63.92 ,24,37, 1个月以前发布,485.0,75877,朝阳,116.471324,39.904147
2564,季景沁园 3室1厅 1300万,季景沁园 , 3室1厅 , 163.52 ,38,122, 2个月以前发布,1300.0,79501,朝阳,116.463876,40.001253
2565,业主诚售 随时签约 采光好 视野好,世纪村东区 , 2室1厅 , 85.42 ,32,22, 28天以前发布,545.0,63803,朝阳,116.436169,40.001247
2566,精装 业主装完没有住过 只有契税 好楼层适合各群体住,学士居 , 1室1厅 , 54.27 ,36,21, 27天以前发布,450.0,82919,朝阳,116.372248,40.01614
2567,炫特嘉园三期 1室1厅 462万,炫特嘉园三期 , 1室1厅 , 69.41 ,27,21, 21天以前发布,462.0,66562,朝阳,116.513063,39.937121
2568,农业部宿舍 双南向两居室 看房随时,农展南里 , 2室1厅 , 50.91 ,18,23, 21天以前发布,410.0,80535,朝阳,116.472178,39.940931
2569,望京西园三区 1室1厅 570万,望京西园三区 , 1室1厅 , 81.74 ,30,28, 26天以前发布,570.0,69734,朝阳,116.482018,40.004978
2570,垡头西里一区 2室1厅 340万,垡头西里一区 , 2室1厅 , 61.05 ,26,27, 24天以前发布,340.0,55693,朝阳,116.517555,39.872965
2571,地铁 7号线 户型方正 房屋保养好 交通便利,后现代城 , 1室0厅 , 50.38 ,53,25, 20天以前发布,380.0,75427,朝阳,116.493655,39.905367
2572,团结湖中路南三条 1室1厅 300万,团结湖中路南三条 , 1室1厅 , 37.3 ,74,22, 21天以前发布,300.0,80429,朝阳,116.47792,39.932306
2573,MASTER领域 1室1厅 366万,MASTER领域 , 1室1厅 , 56.91 ,55,24, 18天以前发布,366.0,64313,朝阳,116.44931,39.964914
2574,东向一居室 房本满5年，没有贷款,沿海赛洛城 , 1室1厅 , 57.27 ,53,21, 17天以前发布,390.0,68099,朝阳,116.51159,39.903448
2575,满五年，高层视野开拓，采光充足，配套齐全,珠江罗马嘉园东区 , 3室1厅 , 119.71 ,31,17, 23天以前发布,880.0,73511,朝阳,116.521812,39.930841
2576,黄寺大街 8号线安华桥地铁 大四居 可改两套,黄寺后身36号院 , 4室3厅 , 125.08 ,42,12, 24天以前发布,1200.0,95939,朝阳,116.400701,39.972998
2577,全明格局通透两居，房本满五年且家庭一套住宅 税费少,中和家园 , 2室1厅 , 83.16 ,40,19, 15天以前发布,552.0,66379,朝阳,116.382475,40.00646
2578,国风北京板楼两居双通透，双卫户型 满五年只有契税！,国风北京二期 , 2室2厅 , 115.32 ,39,57, 4个月以前发布,1000.0,86716,朝阳,116.492991,40.000253
2579,管庄西里    经典三居    交通便利,管庄西里 , 3室2厅 , 94.04 ,80,41, 1个月以前发布,470.0,49979,朝阳,116.594761,39.921447
2580,花园社区，精装复式三居，业主自住精装,润泽悦溪 , 3室3厅 , 86.43 ,105,70, 7个月以前发布,935.0,108181,朝阳,116.437025,40.059329
2581,融科一期赠40平米花园的南北通透的三居室,融科橄榄城一期 , 3室2厅 , 235.74 ,134,47, 3个月以前发布,1760.0,74659,朝阳,116.491708,40.003156
2582,北京像素北区 1室1厅 250万,北京像素北区 , 1室1厅 , 46 ,191,260, 8个月以前发布,250.0,54348,朝阳,116.621507,39.933755
2583,建东苑 双卫大三居 小区仅有12套,建东苑 , 3室1厅 , 127.09 ,58,21, 1个月以前发布,550.0,43277,朝阳,116.588913,39.922146
2584,98年楼龄 管理好 精装修 单独物业管理,社科院 , 3室1厅 , 76.9 ,97,35, 1个月以前发布,680.0,88427,朝阳,116.448795,39.977001
2585,润泽悦溪东西通透 好景观好视野,润泽悦溪 , 2室2厅 , 86 ,57,72, 2个月以前发布,690.0,80233,朝阳,116.437025,40.059329
2586,国风北京.南北3居【首付+税+佣金=685万】给换房周期.,国风北京二期 , 3室2厅 , 157.7 ,88,90, 3个月以前发布,1290.0,81801,朝阳,116.492991,40.000253
2587,北京新天地 1室2厅 380万,北京新天地 , 1室2厅 , 65.01 ,31,54, 1个月以前发布,380.0,58453,朝阳,116.609957,39.91983
2588,望兴居 2室1厅 780万,望兴居 , 2室1厅 , 107.42 ,115,74, 4个月以前发布,780.0,72613,朝阳,116.465871,40.007369
2589,北苑家园清友园 2室1厅 532万,北苑家园清友园 , 2室1厅 , 91.28 ,75,72, 1个月以前发布,532.0,58283,朝阳,116.434388,40.0451
2590,世安家园南向两居室 看房提前联系 ,世安家园 , 2室1厅 , 81.74 ,41,57, 1个月以前发布,570.0,69734,朝阳,116.463907,40.007017
2591,润泽悦溪 2室1厅 698万,润泽悦溪 , 2室1厅 , 85.7 ,40,73, 2个月以前发布,698.0,81447,朝阳,116.437025,40.059329
2592,嘉铭桐城A区 南北高楼层三居室 户型方正 精装修,嘉铭桐城A区 , 3室2厅 , 141.89 ,253,88, 6个月以前发布,1200.0,84573,朝阳,116.435958,40.007545
2593,富力城A区 3室2厅 1260万,富力城A区 , 3室2厅 , 121.89 ,56,78, 2个月以前发布,1260.0,103372,朝阳,116.465491,39.901678
2594,润泽悦溪 2室1厅 750万,润泽悦溪 , 2室1厅 , 89.99 ,53,42, 1个月以前发布,750.0,83343,朝阳,116.437025,40.059329
2595,柳 芳 北 里 小 区   三室一厅   580万,柳芳北里 , 3室1厅 , 69.61 ,66,137, 2个月以前发布,580.0,83322,朝阳,116.446047,39.964131
2596,220平米四居室房子满五年南北通透,绿荫芳邻 , 4室2厅 , 220.72 ,51,31, 2个月以前发布,1200.0,54368,朝阳,116.483888,40.004499
2597,望京新城  四居室双卫设计 婚房 白家庄小学 地铁14.15,望京新城 , 4室1厅 , 131.43 ,100,32, 1个月以前发布,865.0,65815,朝阳,116.47773,40.002156
2598,富力城D区东南北4+1户型 带露台 能看水系 二次装修,富力城D区 , 4室2厅 , 277.15 ,95,41, 4个月以前发布,2771.5,100001,朝阳,116.459652,39.901899
2599,亚运村安慧里双南向两居全天采光充足,安慧里一区 , 2室2厅 , 66.16 ,52,95, 1个月以前发布,560.0,84644,朝阳,116.420546,39.997876
2600,安慧里一区 2室2厅 520万,安慧里一区 , 2室2厅 , 68.05 ,65,83, 1个月以前发布,520.0,76415,朝阳,116.420546,39.997876
2601,北苑家园清友园 2室1厅 532万,北苑家园清友园 , 2室1厅 , 91.28 ,76,72, 1个月以前发布,532.0,58283,朝阳,116.434388,40.0451
2602,世安家园南向两居室 看房提前联系 ,世安家园 , 2室1厅 , 81.74 ,41,57, 1个月以前发布,570.0,69734,朝阳,116.463907,40.007017
2603,北京新天地 1室2厅 380万,北京新天地 , 1室2厅 , 65.01 ,31,54, 1个月以前发布,380.0,58453,朝阳,116.609957,39.91983
2604,挨着奥森公园   畅清园 东南西向优质两居 拎包入住,畅清园 , 2室1厅 , 73.3 ,41,14, 24天以前发布,595.0,81174,朝阳,116.373169,40.021847
2605,后现代城 西南2居 装修好 拎包入住,后现代城 , 2室1厅 , 94.39 ,38,13, 30天以前发布,730.0,77339,朝阳,116.493655,39.905367
2606,全朝南大三居 精装 三个阳台 送2个车位 低税费阳光好,拂林园 , 3室1厅 , 183.39 ,25,12, 23天以前发布,1150.0,62708,朝阳,116.421401,40.034126
2607,枣营南里 南北通透 三居  高层  观景房,枣营南里 , 3室1厅 , 91.19 ,45,11, 25天以前发布,710.0,77860,朝阳,116.479017,39.950244
2608,户型方正 高层观景 精装修 诚心出售,保利嘉园三号院 , 2室1厅 , 89.3 ,124,18, 21天以前发布,425.0,47593,朝阳,116.612342,39.935122
2609,金港国际高层南北通透三居室   纵观国贸夜景,金港国际 , 3室2厅 , 131 ,22,13, 24天以前发布,1150.0,87787,朝阳,116.484696,39.903711
2610,北京像素民水民电带燃气 地铁房 5.48米对跃精装复式,北京像素北区 , 2室1厅 , 56.53 ,167,32, 4个月以前发布,328.0,58023,朝阳,116.621507,39.933755
2611,泛海国际碧海园 2室2厅 1400万,泛海国际碧海园 , 2室2厅 , 143.93 ,121,155, 4个月以前发布,1400.0,97270,朝阳,116.504482,39.942714
2612,富力又一城C区 2室2厅 520万,富力又一城C区 , 2室2厅 , 87 ,43,152, 7个月以前发布,520.0,59771,朝阳,116.566589,39.852939
2613,银河湾 3室2厅 1350万,银河湾 , 3室2厅 , 171 ,123,81, 2个月以前发布,1350.0,78948,朝阳,116.493032,39.98746
2614,芍药居北里 3室1厅 991万,芍药居北里 , 3室1厅 , 123.92 ,106,103, 2个月以前发布,991.0,79971,朝阳,116.441781,39.991956
2615,宝星国际二期 1室1厅 680万,宝星国际二期 , 1室1厅 , 86.6 ,56,84, 4个月以前发布,680.0,78522,朝阳,116.489254,40.006445
2616,慧谷阳光 2室1厅 900万,慧谷阳光 , 2室1厅 , 100.41 ,53,95, 2个月以前发布,900.0,89633,朝阳,116.485379,40.009067
2617,上京新航线 2室1厅 960万,上京新航线 , 2室1厅 , 99.87 ,48,101, 2个月以前发布,960.0,96125,朝阳,116.471006,40.016871
2618,望京新城 2室1厅 618万,望京新城 , 2室1厅 , 89.75 ,191,189, 9个月以前发布,618.0,68858,朝阳,116.47773,40.002156
2619,万象新天一区 3室2厅 810万,万象新天一区 , 3室2厅 , 153.94 ,138,121, 3个月以前发布,810.0,52618,朝阳,116.599468,39.935619
2620,鹿港嘉苑 2室2厅 880万,鹿港嘉苑 , 2室2厅 , 97.82 ,30,95, 3个月以前发布,880.0,89962,朝阳,116.463539,39.987791
2621,银河湾 3室2厅 1350万,银河湾 , 3室2厅 , 171 ,123,81, 2个月以前发布,1350.0,78948,朝阳,116.493032,39.98746
2622,芍药居北里 3室1厅 991万,芍药居北里 , 3室1厅 , 123.92 ,106,103, 2个月以前发布,991.0,79971,朝阳,116.441781,39.991956
2623,92年明厨名卫两居 带10平米客厅 采光好,左家庄西街 , 2室1厅 , 63.84 ,61,28, 3个月以前发布,430.0,67356,朝阳,116.44637,39.959496
2624,兴隆家园 1室1厅 420万,兴隆家园 , 1室1厅 , 67.55 ,39,99, 3个月以前发布,420.0,62177,朝阳,116.530553,39.921425
2625,南北通透板楼两居 业主诚意出售 随时签约,世纪龙祥嘉园 , 2室2厅 , 93.76 ,35,28, 1个月以前发布,620.0,66127,朝阳,116.409861,40.042394
2626,三环里 婚房装修 全南两居室 只有一套房,静安里 , 2室1厅 , 53.84 ,37,31, 1个月以前发布,410.0,76152,朝阳,116.453206,39.965662
2627,华业玫瑰郡 2室1厅 758万,华业玫瑰郡 , 2室1厅 , 89.26 ,26,23, 1个月以前发布,758.0,84921,朝阳,116.508075,39.936337
2628,北苑家园茉藜园 2室2厅 620万,北苑家园茉藜园 , 2室2厅 , 105.23 ,7,68, 1个月以前发布,620.0,58919,朝阳,116.430562,40.045549
2629,朝阳旺角 精装大三居 南北通透 ,朝阳旺角 , 3室1厅 , 140.68 ,46,21, 1个月以前发布,650.0,46205,朝阳,116.594886,39.910677
2630,国风北京南向一居，满五年业主在京仅有房产，采光好!,国风北京二期 , 1室1厅 , 82.62 ,39,64, 1个月以前发布,780.0,94409,朝阳,116.492991,40.000253
2631,东西通透两居，低密度板楼，花园洋房！,卡布其诺 , 2室1厅 , 88.34 ,82,91, 31天以前发布,660.0,74712,朝阳,116.513137,39.978272
2632,九台一居室改两居 满五年没有个税,九台2000家园 , 2室1厅 , 75.15 ,34,45, 1个月以前发布,490.0,65203,朝阳,116.414708,40.012787
2633,上元君庭全南向两居室采光好无遮挡,上元君庭 , 2室1厅 , 84 ,27,81, 1个月以前发布,750.0,89286,朝阳,116.419162,40.031546
2634,【南北通透】【只有契税】【中间楼层】【业主诚售】,炫特嘉园三期 , 1室1厅 , 65.79 ,105,88, 1个月以前发布,435.0,66120,朝阳,116.513063,39.937121
2635,沿海赛洛城 1室1厅 400万,沿海赛洛城 , 1室1厅 , 57.36 ,78,91, 1个月以前发布,400.0,69736,朝阳,116.51159,39.903448
2636,CBD传奇南北通透两居室 满五年无个税,CBD传奇 , 2室1厅 , 87.32 ,39,56, 1个月以前发布,660.0,75585,朝阳,116.483602,39.893412
2637,北苑家园绣菊园 2室2厅 610万,北苑家园绣菊园 , 2室2厅 , 110.99 ,12,30, 1个月以前发布,610.0,54960,朝阳,116.429618,40.0507
2638,光熙门北里  正规两居室 采光好不遮挡,光熙门北里 , 2室1厅 , 65.82 ,78,77, 2个月以前发布,445.0,67609,朝阳,116.442298,39.970551
2639,公园边上的好房 朝南向 带大阳台 全明格局,世纪龙祥嘉园 , 1室1厅 , 62.9 ,93,82, 3个月以前发布,480.0,76312,朝阳,116.409861,40.042394
2640,双花园南里二区  东南一居室  诚意出售,双花园南里二区 , 1室1厅 , 78.3 ,27,47, 3个月以前发布,600.0,76629,朝阳,116.458573,39.905492
2641, 大屯里经典大一居 满五年 楼层高 正对紫玉山庄,大屯里小区 , 1室1厅 , 72.41 ,193,141, 3个月以前发布,420.0,58004,朝阳,116.422761,40.014025
2642,方华苑 大一居改两居 西向 楼层高 采光良好,方华苑 , 2室1厅 , 78.64 ,78,71, 3个月以前发布,450.0,57223,朝阳,116.473376,39.875385
2643,高层观景房 满五年 精装修 带大客厅 视野好,光熙门北里 , 2室1厅 , 70.78 ,41,87, 2个月以前发布,580.0,81945,朝阳,116.442298,39.970551
2644,房本满五年 产权清晰 中高层视野采光佳,北苑家园茉藜园 , 1室1厅 , 67.92 ,29,71, 2个月以前发布,450.0,66255,朝阳,116.430562,40.045549
2645,裕瑞轩 东向两居室 满五年 高楼层,裕瑞轩 , 2室1厅 , 91.46 ,38,68, 2个月以前发布,670.0,73257,朝阳,116.369672,40.021
2646,北京新天地   精致小户型 不临街,北京新天地 , 1室2厅 , 71.29 ,320,298, 3个月以前发布,400.0,56109,朝阳,116.609957,39.91983
2647,三环内 静安里 贸促会宿舍楼 高层带电梯 视野无遮挡,静安里 , 2室1厅 , 64.16 ,59,153, 3个月以前发布,475.0,74034,朝阳,116.453206,39.965662
2648,三源里南小街电梯一居室，精装修，中高层,三源里南小街 , 1室1厅 , 45.2 ,70,81, 2个月以前发布,365.0,80753,朝阳,116.463777,39.959726
2649,万方景轩 2室1厅 780万,万方景轩 , 2室1厅 , 96.69 ,101,56, 1个月以前发布,780.0,80671,朝阳,116.455099,39.978117
2650,安华西里 南北通透二居室 中间楼层,安华西里三区 , 2室1厅 , 54.53 ,58,127, 1个月以前发布,480.0,88025,朝阳,116.406986,39.971716
2651,酒仙桥十二街坊 2室1厅 370万,酒仙桥十二街坊 , 2室1厅 , 61.25 ,111,75, 1个月以前发布,370.0,60409,朝阳,116.499979,39.966803
2652,公房比较少的带大客厅的房  满五年公房,劲松南路 , 2室1厅 , 61.36 ,248,46, 1个月以前发布,386.0,62908,朝阳,116.461699,39.887384
2653,金蝉南里 1室1厅 330万,金蝉南里 , 1室1厅 , 55.59 ,92,82, 1个月以前发布,330.0,59364,朝阳,116.514079,39.873141
2654,广播电台家属楼 正规两居 满五且名下一套,南十里居10号院 , 2室1厅 , 59.2 ,91,48, 1个月以前发布,355.0,59967,朝阳,116.506039,39.963312
2655,东西通透两居，低密度板楼，花园洋房！,卡布其诺 , 2室1厅 , 88.34 ,82,91, 31天以前发布,660.0,74712,朝阳,116.513137,39.978272
2656,业主诚意出售 小区中间 楼层好,北京华侨城2号院 , 3室2厅 , 189.46 ,61,51, 7个月以前发布,1305.0,68880,朝阳,116.508983,39.871912
2657,南北通透三居室对小区花园前后不临街,嘉铭桐城A区 , 3室2厅 , 142.71 ,33,38, 3个月以前发布,1300.0,91094,朝阳,116.435958,40.007545
2658,北苑南北通透两居室  温泉入室  视野开阔,北苑家园茉藜园 , 2室1厅 , 111.8 ,67,35, 3个月以前发布,595.0,53221,朝阳,116.430562,40.045549
2659,富华家园全南两居，高楼层，精装修,富华家园 , 2室1厅 , 98.45 ,164,49, 2个月以前发布,510.0,51803,朝阳,116.534997,39.928559
2660,翠成馨园 3室2厅 640万,翠成馨园 , 3室2厅 , 123.14 ,49,32, 1个月以前发布,640.0,51974,朝阳,116.517963,39.86507
2661,韩国外销公寓 南北通透大三居 无遮挡 ,京友公寓 , 3室1厅 , 155.41 ,80,72, 2个月以前发布,1290.0,83007,朝阳,116.38957,39.980678
2662,紫南家园  南北通透三居室   两卧室朝南,紫南家园 , 3室2厅 , 122.75 ,110,65, 1个月以前发布,658.0,53605,朝阳,116.504346,39.881279
2663,安慧北里 婚房精装 满五年 无个税,安慧北里小区 , 2室1厅 , 64.48 ,100,38, 1个月以前发布,489.0,75838,朝阳,116.419996,40.001599
2664,全南向三居室，朝向正，带客厅，无增值税及附加和个税,光熙门北里 , 3室1厅 , 79.06 ,70,41, 1个月以前发布,650.0,82217,朝阳,116.442298,39.970551
2665,全南一居室 可拎包入住 已改两居 随时可以签约,望京西园三区 , 1室1厅 , 87.49 ,78,43, 1个月以前发布,570.0,65151,朝阳,116.482018,40.004978
2666,华腾园高层三居室 采光好 视野好,华腾园 , 3室2厅 , 116.03 ,119,38, 1个月以前发布,770.0,66363,朝阳,116.471849,39.89331
2667,精装南北三居 ，楼层视野无遮挡,东润枫景二期 , 3室2厅 , 140.06 ,88,42, 1个月以前发布,945.0,67472,朝阳,116.502784,39.961221
2668,精装自住大两居满五仅有住房高楼层采光好小区环境美,北苑家园望春园 , 2室2厅 , 104.76 ,65,61, 4个月以前发布,600.0,57274,朝阳,116.42537,40.052808
2669,风度柏林高层观花园两居  满五年  不临街,风度柏林 , 2室1厅 , 100.78 ,90,103, 4个月以前发布,770.0,76405,朝阳,116.483671,39.895896
2670,总价合适 南北两居， 有地铁，大悦城 小区环境好,珠江罗马嘉园西区 , 2室1厅 , 91.82 ,245,84, 2个月以前发布,650.0,70791,朝阳,116.518849,39.931002
2671,房本满五年 板楼一梯三户 东西通透,北苑家园茉藜园 , 2室1厅 , 88.93 ,44,42, 2个月以前发布,525.0,59036,朝阳,116.430562,40.045549
2672,业主诚心，看房提前联系，随时签约，位置安静,苹果派 , 2室1厅 , 76.29 ,174,87, 3个月以前发布,485.0,63574,朝阳,116.58468,39.935758
2673,锦绣馨园+南北向三居室+看房方便,锦绣馨园 , 3室1厅 , 140.09 ,90,35, 3个月以前发布,910.0,64959,朝阳,116.430629,40.004021
2674,双柳巷 正规商品房 南北通透 精装修 ,双柳巷 , 2室1厅 , 72.5 ,198,57, 3个月以前发布,350.0,48276,朝阳,116.587018,39.912749
2675,南向两居室，采光好，视野佳，学校近,首城国际 , 2室1厅 , 89 ,65,42, 2个月以前发布,870.0,97753,朝阳,116.476213,39.897851
